"UniqueCarrier","Origin","DepHour","DayOfWeek","avg_delay","avg_delay_delayed","prop_over_15","nflights","ndests"
"CO","IAH",0,"Mon",199,199,1,3,3
"CO","IAH",0,"Wed",191.5,191.5,1,6,5
"CO","IAH",0,"Thu",223.625,223.625,1,8,6
"CO","IAH",0,"Fri",17.0833333333333,17.0833333333333,0.166666666666667,24,2
"CO","IAH",0,"Sat",6.66666666666667,6.66666666666667,0.333333333333333,3,1
"CO","IAH",0,"Sun",162.333333333333,162.333333333333,1,3,3
"CO","IAH",1,"Mon",981,981,1,1,1
"CO","IAH",1,"Fri",274,274,1,1,1
"CO","IAH",1,"Sun",220,220,1,1,1
"CO","IAH",5,"Mon",-2.9,NA,0,50,3
"CO","IAH",5,"Tue",-3.54237288135593,NA,0,59,3
"CO","IAH",5,"Wed",-3.31666666666667,NA,0,60,3
"CO","IAH",5,"Thu",-3.46511627906977,NA,0,43,3
"CO","IAH",5,"Fri",-2.95744680851064,NA,0,47,3
"CO","IAH",5,"Sat",-3.71428571428571,NA,0,56,3
"CO","IAH",5,"Sun",-3.39024390243902,NA,0,41,2
"CO","IAH",6,"Mon",1.34117647058824,5.5,0.0352941176470588,85,5
"CO","IAH",6,"Tue",-0.4,4.91304347826087,0.0333333333333333,60,5
"CO","IAH",6,"Wed",-1.63793103448276,3.92307692307692,0,58,5
"CO","IAH",6,"Thu",16.5730337078652,37.2093023255814,0.0786516853932584,89,6
"CO","IAH",6,"Fri",0.561797752808989,4.15384615384615,0.0112359550561798,89,6
"CO","IAH",6,"Sat",8.29166666666667,11.3888888888889,0.166666666666667,24,4
"CO","IAH",6,"Sun",1.98387096774194,7.16129032258065,0.0806451612903226,62,4
"CO","IAH",7,"Mon",0.379511059371362,5.46984126984127,0.0209545983701979,859,24
"CO","IAH",7,"Tue",0.156553398058252,6.39097744360902,0.0351941747572816,824,28
"CO","IAH",7,"Wed",0.0403916768665851,5.20350877192982,0.018359853121175,817,25
"CO","IAH",7,"Thu",0.687123947051745,6.62080536912752,0.0276774969915764,831,26
"CO","IAH",7,"Fri",0.789343246592317,6.07920792079208,0.0322180916976456,807,26
"CO","IAH",7,"Sat",0.22207267833109,5.40977443609023,0.018842530282638,743,22
"CO","IAH",7,"Sun",-0.0849772382397572,5.18141592920354,0.0257966616084977,659,22
"CO","IAH",8,"Mon",5.06613756613757,12.6844919786096,0.111111111111111,378,29
"CO","IAH",8,"Tue",4.95833333333333,12.9620253164557,0.101190476190476,336,28
"CO","IAH",8,"Wed",4.14689265536723,12.7302631578947,0.104519774011299,354,28
"CO","IAH",8,"Thu",5.12371134020619,15.1520467836257,0.105670103092784,388,30
"CO","IAH",8,"Fri",4.38947368421053,11.4864864864865,0.0894736842105263,380,29
"CO","IAH",8,"Sat",4.62666666666667,13.9179104477612,0.116666666666667,300,26
"CO","IAH",8,"Sun",3.48823529411765,12.5942028985507,0.0676470588235294,340,27
"CO","IAH",9,"Mon",4.77893368010403,12.140625,0.110533159947984,769,31
"CO","IAH",9,"Tue",3.64923469387755,10.6898395721925,0.0994897959183673,784,29
"CO","IAH",9,"Wed",4.81643132220796,12.9442970822281,0.0898587933247754,779,31
"CO","IAH",9,"Thu",3.72450331125828,10.8623595505618,0.107284768211921,755,32
"CO","IAH",9,"Fri",3.71788079470199,10.142091152815,0.103311258278146,755,29
"CO","IAH",9,"Sat",4.09428571428571,9.76578947368421,0.118571428571429,700,30
"CO","IAH",9,"Sun",3.63081009296149,10.702479338843,0.0929614873837981,753,32
"CO","IAH",10,"Mon",4.66326530612245,11.746835443038,0.0994897959183673,784,37
"CO","IAH",10,"Tue",5.79504504504505,17.2211055276382,0.123873873873874,444,37
"CO","IAH",10,"Wed",3.08644859813084,14.6375,0.0934579439252336,428,34
"CO","IAH",10,"Thu",5.91404358353511,14.2839805825243,0.11501210653753,826,37
"CO","IAH",10,"Fri",4.09113300492611,10.3822115384615,0.0874384236453202,812,36
"CO","IAH",10,"Sat",3.72740315638451,10.6617647058824,0.078909612625538,697,32
"CO","IAH",10,"Sun",4.2774108322325,10.9532467532468,0.0990752972258917,757,33
"CO","IAH",11,"Mon",7.67205882352941,17.2606232294618,0.148529411764706,680,38
"CO","IAH",11,"Tue",5.47575757575758,16.1438356164384,0.127272727272727,330,32
"CO","IAH",11,"Wed",7.34883720930233,22.288,0.119601328903654,301,30
"CO","IAH",11,"Thu",9.15728715728716,18.790450928382,0.145743145743146,693,38
"CO","IAH",11,"Fri",7.90615835777126,15.6240409207161,0.127565982404692,682,36
"CO","IAH",11,"Sat",7.15894039735099,14.9166666666667,0.153973509933775,604,37
"CO","IAH",11,"Sun",6.27703703703704,14.1039325842697,0.131851851851852,675,38
"CO","IAH",12,"Mon",11.4710920770878,21.3406593406593,0.211991434689507,467,36
"CO","IAH",12,"Tue",5.67191601049869,15.2873563218391,0.118110236220472,381,31
"CO","IAH",12,"Wed",8.3421052631579,20.5222222222222,0.142105263157895,380,31
"CO","IAH",12,"Thu",15.0461847389558,27.1462585034014,0.246987951807229,498,34
"CO","IAH",12,"Fri",9.62923728813559,19.219696969697,0.216101694915254,472,34
"CO","IAH",12,"Sat",10.2054176072235,19.1769230769231,0.207674943566591,443,35
"CO","IAH",12,"Sun",9.20816326530612,17.3044982698962,0.187755102040816,490,34
"CO","IAH",13,"Mon",7.57535885167464,14.4847250509165,0.136363636363636,836,34
"CO","IAH",13,"Tue",5.64698795180723,11.5675675675676,0.134939759036145,830,30
"CO","IAH",13,"Wed",6.96205630354957,13.9423076923077,0.13219094247246,817,31
"CO","IAH",13,"Thu",9.92307692307692,17.426326129666,0.16971916971917,819,36
"CO","IAH",13,"Fri",7.56363636363636,14.0060120240481,0.16,825,32
"CO","IAH",13,"Sat",7.01243093922652,13.25,0.140883977900552,724,32
"CO","IAH",13,"Sun",7.52091767881242,13.5140388768898,0.16059379217274,741,33
"CO","IAH",14,"Mon",7.54002541296061,14.5349344978166,0.123252858958069,787,34
"CO","IAH",14,"Tue",6.22013422818792,12.2100456621005,0.115436241610738,745,32
"CO","IAH",14,"Wed",7.73650385604113,15.0706401766004,0.137532133676093,778,31
"CO","IAH",14,"Thu",11.1062416998672,18.1448979591837,0.176626826029216,753,38
"CO","IAH",14,"Fri",8.54244031830239,14.6128364389234,0.145888594164456,754,36
"CO","IAH",14,"Sat",9.72857142857143,15.4639830508475,0.194285714285714,700,38
"CO","IAH",14,"Sun",7.70424403183024,14.0521739130435,0.136604774535809,754,34
"CO","IAH",15,"Mon",8.39374185136897,18.0246913580247,0.146023468057366,767,31
"CO","IAH",15,"Tue",7.52589641434263,15.9779951100244,0.136786188579017,753,30
"CO","IAH",15,"Wed",7.83930942895086,17.6243523316062,0.122177954847278,753,32
"CO","IAH",15,"Thu",11.9246031746032,19.9814049586777,0.194444444444444,756,35
"CO","IAH",15,"Fri",9.11590296495957,16.8445945945946,0.152291105121294,742,36
"CO","IAH",15,"Sat",7.15594855305466,15.108504398827,0.136655948553055,622,34
"CO","IAH",15,"Sun",7.84550561797753,15.5390243902439,0.144662921348315,712,34
"CO","IAH",16,"Mon",16.4342431761787,25.3882783882784,0.310173697270471,403,27
"CO","IAH",16,"Tue",18.3829268292683,29.1217712177122,0.34390243902439,410,27
"CO","IAH",16,"Wed",14.4806763285024,22.6487455197133,0.314009661835749,414,28
"CO","IAH",16,"Thu",19.0698198198198,24.8628571428571,0.387387387387387,444,29
"CO","IAH",16,"Fri",17.1218390804598,23.2839879154079,0.354022988505747,435,28
"CO","IAH",16,"Sat",13.1278409090909,21.2370689655172,0.267045454545455,352,28
"CO","IAH",16,"Sun",16.6919431279621,24.4503311258278,0.31042654028436,422,28
"CO","IAH",17,"Mon",9.43032159264931,16.4632352941176,0.156202143950995,653,36
"CO","IAH",17,"Tue",7.34421364985163,13.7058823529412,0.099406528189911,674,34
"CO","IAH",17,"Wed",7.36938202247191,14.6707920792079,0.106741573033708,712,35
"CO","IAH",17,"Thu",12.6047619047619,18.6674157303371,0.171428571428571,630,35
"CO","IAH",17,"Fri",9.06125574272588,13.9845474613687,0.145482388973966,653,35
"CO","IAH",17,"Sat",7.49049429657795,13.3507692307692,0.102661596958175,526,33
"CO","IAH",17,"Sun",11.2169230769231,17.4230769230769,0.152307692307692,650,36
"CO","IAH",18,"Mon",11.9051094890511,18.1022964509395,0.246715328467153,685,42
"CO","IAH",18,"Tue",10.8323353293413,20.6030927835052,0.232035928143713,668,40
"CO","IAH",18,"Wed",10.0179910044978,19.0153846153846,0.214392803598201,667,40
"CO","IAH",18,"Thu",15.2783505154639,21.7806841046278,0.30780559646539,679,41
"CO","IAH",18,"Fri",12.1075110456554,18.885032537961,0.241531664212077,679,41
"CO","IAH",18,"Sat",11.3483333333333,16.8808411214953,0.23,600,39
"CO","IAH",18,"Sun",13.4251134644478,19.6970338983051,0.258698940998487,661,42
"CO","IAH",19,"Mon",12.8626570915619,18.837296620776,0.281867145421903,1114,42
"CO","IAH",19,"Tue",9.72861085556578,17.7658610271903,0.185832566697332,1087,40
"CO","IAH",19,"Wed",9.18224299065421,16.8389570552147,0.190654205607477,1070,41
"CO","IAH",19,"Thu",13.4288354898336,19.323155216285,0.279112754158965,1082,43
"CO","IAH",19,"Fri",13.359066427289,18.949938949939,0.246858168761221,1114,43
"CO","IAH",19,"Sat",9.41929133858268,15.8606060606061,0.226377952755905,1016,41
"CO","IAH",19,"Sun",12.6694444444444,18.2670886075949,0.243518518518519,1080,44
"CO","IAH",20,"Mon",24.5135135135135,40.7464114832536,0.312312312312312,333,43
"CO","IAH",20,"Tue",13.1968253968254,30.2483660130719,0.193650793650794,315,39
"CO","IAH",20,"Wed",17.5075528700906,37.6909090909091,0.223564954682779,331,39
"CO","IAH",20,"Thu",31.6253776435045,48.2702702702703,0.353474320241692,331,45
"CO","IAH",20,"Fri",30.0684931506849,46.850622406639,0.36986301369863,365,43
"CO","IAH",20,"Sat",14.3547169811321,29.7234042553191,0.222641509433962,265,38
"CO","IAH",20,"Sun",22.3505154639175,36.5,0.306701030927835,388,46
"CO","IAH",21,"Mon",10.7035040431267,16.2857142857143,0.222371967654987,742,36
"CO","IAH",21,"Tue",8.29618768328446,14.156462585034,0.178885630498534,682,28
"CO","IAH",21,"Wed",10.3583569405099,18.0738255033557,0.194050991501416,706,33
"CO","IAH",21,"Thu",18.1865482233503,26.013986013986,0.263959390862944,788,38
"CO","IAH",21,"Fri",11.3787878787879,16.8024691358025,0.22979797979798,792,30
"CO","IAH",21,"Sat",7.68118195956454,14.489847715736,0.188180404354588,643,29
"CO","IAH",21,"Sun",13.4233128834356,19.0597014925373,0.260122699386503,815,41
"CO","IAH",22,"Mon",74.4375,83.6744186046512,0.895833333333333,48,22
"CO","IAH",22,"Tue",67.8214285714286,73.5,0.892857142857143,28,13
"CO","IAH",22,"Wed",82.5192307692308,84.2156862745098,0.961538461538462,52,21
"CO","IAH",22,"Thu",112.755813953488,114.082352941176,0.941860465116279,86,31
"CO","IAH",22,"Fri",70.984375,81.875,0.875,64,24
"CO","IAH",22,"Sat",81.25,81.25,1,32,15
"CO","IAH",22,"Sun",74.6507936507936,95.18,0.746031746031746,63,22
"CO","IAH",23,"Mon",93.2,93.2,0.8,10,7
"CO","IAH",23,"Tue",106.666666666667,106.666666666667,0.888888888888889,9,8
"CO","IAH",23,"Wed",136.5,136.5,1,16,8
"CO","IAH",23,"Thu",155.6,155.6,1,25,18
"CO","IAH",23,"Fri",85.3888888888889,129.083333333333,0.611111111111111,18,10
"CO","IAH",23,"Sat",134.727272727273,148.3,0.909090909090909,11,8
"CO","IAH",23,"Sun",108.4,116.178571428571,0.833333333333333,30,15
"CO","IAH",NA,"Mon",NA,NA,NA,17,14
"CO","IAH",NA,"Tue",NA,NA,NA,59,14
"CO","IAH",NA,"Wed",NA,NA,NA,72,26
"CO","IAH",NA,"Thu",NA,NA,NA,94,41
"CO","IAH",NA,"Fri",NA,NA,NA,134,44
"CO","IAH",NA,"Sat",NA,NA,NA,50,10
"CO","IAH",NA,"Sun",NA,NA,NA,42,17
"WN","HOU",0,"Mon",191,191,1,4,4
"WN","HOU",0,"Tue",254,254,1,1,1
"WN","HOU",0,"Wed",267.5,267.5,1,4,4
"WN","HOU",0,"Thu",234.6,234.6,1,10,5
"WN","HOU",0,"Fri",217.6,217.6,1,10,6
"WN","HOU",0,"Sun",185.4,185.4,1,5,3
"WN","HOU",1,"Mon",299,299,1,2,2
"WN","HOU",1,"Wed",335.5,335.5,1,4,4
"WN","HOU",1,"Thu",308.6,308.6,1,5,5
"WN","HOU",1,"Fri",299.5,299.5,1,2,2
"WN","HOU",5,"Mon",-1.48275862068966,3.66666666666667,0,58,6
"WN","HOU",5,"Tue",-1.36170212765957,5.75,0,47,6
"WN","HOU",5,"Wed",-1.51666666666667,3.25,0,60,6
"WN","HOU",5,"Thu",-1.34090909090909,8.5,0,44,6
"WN","HOU",5,"Fri",-1.69047619047619,1,0,42,6
"WN","HOU",5,"Sat",-1.5,NA,0,6,1
"WN","HOU",5,"Sun",-1,NA,0,6,4
"WN","HOU",6,"Mon",0.742924528301887,5.41666666666667,0.0235849056603774,424,14
"WN","HOU",6,"Tue",0.575280898876405,4.90972222222222,0.0224719101123595,445,14
"WN","HOU",6,"Wed",-0.133802816901408,5.08256880733945,0.0140845070422535,426,14
"WN","HOU",6,"Thu",0.469933184855234,5.21830985915493,0.0111358574610245,449,14
"WN","HOU",6,"Fri",-0.251131221719457,4.26363636363636,0.00678733031674208,442,14
"WN","HOU",6,"Sat",0.00970873786407767,4.36,0,103,9
"WN","HOU",6,"Sun",0.5,4.89655172413793,0,92,15
"WN","HOU",7,"Mon",1.1680216802168,5.5958904109589,0.016260162601626,369,18
"WN","HOU",7,"Tue",1.86979166666667,8.05109489051095,0.0625,384,17
"WN","HOU",7,"Wed",1.75675675675676,8.11538461538461,0.0513513513513514,370,17
"WN","HOU",7,"Thu",1.61517615176152,6.47552447552448,0.035230352303523,369,16
"WN","HOU",7,"Fri",1.97222222222222,7.33103448275862,0.0472222222222222,360,18
"WN","HOU",7,"Sat",1.01351351351351,7.14492753623188,0.0405405405405405,222,15
"WN","HOU",7,"Sun",0.145454545454545,6.5,0.0454545454545455,220,18
"WN","HOU",8,"Mon",2.46420824295011,9.49171270718232,0.0585683297180043,461,23
"WN","HOU",8,"Tue",1.81466395112016,10.8344370860927,0.0712830957230143,491,22
"WN","HOU",8,"Wed",1.86707566462168,9.93251533742331,0.0613496932515337,489,23
"WN","HOU",8,"Thu",2.78099173553719,11.0611111111111,0.0929752066115702,484,22
"WN","HOU",8,"Fri",1.77118644067797,8.87272727272727,0.0529661016949153,472,23
"WN","HOU",8,"Sat",2.58308157099698,6.64285714285714,0.054380664652568,331,21
"WN","HOU",8,"Sun",-0.255144032921811,8.11764705882353,0.0288065843621399,243,20
"WN","HOU",9,"Mon",5.55412371134021,12.2660098522167,0.103092783505155,388,29
"WN","HOU",9,"Tue",3.44240837696335,8.625,0.0732984293193717,382,30
"WN","HOU",9,"Wed",4.09326424870466,10.909604519774,0.077720207253886,386,31
"WN","HOU",9,"Thu",3.98433420365535,8.69856459330144,0.0887728459530026,383,28
"WN","HOU",9,"Fri",5.51052631578947,11.4589371980676,0.115789473684211,380,29
"WN","HOU",9,"Sat",3.52242152466368,9.89855072463768,0.0829596412556054,446,29
"WN","HOU",9,"Sun",1.58631921824104,10.0851063829787,0.0553745928338762,307,29
"WN","HOU",10,"Mon",7.31306306306306,12.3908450704225,0.144144144144144,444,32
"WN","HOU",10,"Tue",6.05381165919283,12.3815261044177,0.132286995515695,446,32
"WN","HOU",10,"Wed",6.25842696629214,12.6024096385542,0.152808988764045,445,32
"WN","HOU",10,"Thu",7.37889688249401,12.025641025641,0.148681055155875,417,32
"WN","HOU",10,"Fri",4.96839729119639,10.1209677419355,0.112866817155756,443,31
"WN","HOU",10,"Sat",4.19015659955257,9.13877551020408,0.102908277404922,447,28
"WN","HOU",10,"Sun",3.41647058823529,8.98578199052133,0.08,425,30
"WN","HOU",11,"Mon",9.96559633027523,16.3971631205674,0.201834862385321,436,31
"WN","HOU",11,"Tue",7.46563192904656,13.6036363636364,0.159645232815965,451,30
"WN","HOU",11,"Wed",8.17249417249417,15.1264822134387,0.158508158508158,429,30
"WN","HOU",11,"Thu",12.9932279909707,17.6577380952381,0.261851015801354,443,32
"WN","HOU",11,"Fri",8.26046511627907,14.4410646387833,0.151162790697674,430,31
"WN","HOU",11,"Sat",6.69340974212034,12.2788461538462,0.154727793696275,349,27
"WN","HOU",11,"Sun",5.77354260089686,12.5062761506276,0.123318385650224,446,32
"WN","HOU",12,"Mon",11.3824362606232,18.7631578947368,0.257790368271955,353,29
"WN","HOU",12,"Tue",7.70262390670554,13.5971563981043,0.174927113702624,343,27
"WN","HOU",12,"Wed",9.46397694524496,17.423645320197,0.178674351585014,347,30
"WN","HOU",12,"Thu",15.7289473684211,22.0902527075812,0.273684210526316,380,30
"WN","HOU",12,"Fri",10.8413597733711,16.5145228215768,0.24929178470255,353,28
"WN","HOU",12,"Sat",5.6810551558753,9.32978723404255,0.100719424460432,417,24
"WN","HOU",12,"Sun",6.7590027700831,13.6650246305419,0.157894736842105,361,29
"WN","HOU",13,"Mon",12.9230769230769,18.1759259259259,0.269230769230769,442,27
"WN","HOU",13,"Tue",10.1238532110092,14.7083333333333,0.227064220183486,436,28
"WN","HOU",13,"Wed",12.6777777777778,17.7545454545455,0.251111111111111,450,28
"WN","HOU",13,"Thu",12.2929782082324,16.15,0.283292978208232,413,26
"WN","HOU",13,"Fri",13.1515151515152,17.515243902439,0.254079254079254,429,28
"WN","HOU",13,"Sat",11.2405063291139,16.2850877192982,0.259493670886076,316,24
"WN","HOU",13,"Sun",8.21596244131455,13.6618181818182,0.173708920187793,426,28
"WN","HOU",14,"Mon",15.0125628140704,20.3576158940397,0.291457286432161,398,25
"WN","HOU",14,"Tue",11.7727272727273,16.3276450511945,0.23989898989899,396,26
"WN","HOU",14,"Wed",14.219806763285,19.1555555555556,0.263285024154589,414,24
"WN","HOU",14,"Thu",18.4232673267327,21.7565217391304,0.353960396039604,404,29
"WN","HOU",14,"Fri",15.3101736972705,18.8138138138138,0.347394540942928,403,26
"WN","HOU",14,"Sat",10.7485380116959,14.5285171102662,0.230994152046784,342,26
"WN","HOU",14,"Sun",13.0077720207254,17.5714285714286,0.269430051813472,386,25
"WN","HOU",15,"Mon",16.5437665782493,22.7571428571429,0.291777188328912,377,29
"WN","HOU",15,"Tue",12.9107142857143,18.3894736842105,0.285714285714286,392,27
"WN","HOU",15,"Wed",15.1808785529716,20.6379310344828,0.27906976744186,387,27
"WN","HOU",15,"Thu",18.0582010582011,22.8519736842105,0.343915343915344,378,30
"WN","HOU",15,"Fri",15.6552567237164,19.9176829268293,0.308068459657702,409,27
"WN","HOU",15,"Sat",12.9085365853659,18.4411764705882,0.314024390243902,328,28
"WN","HOU",15,"Sun",11.9924812030075,17.7102473498233,0.265664160401002,399,27
"WN","HOU",16,"Mon",15.8045977011494,22.9644012944984,0.337931034482759,435,28
"WN","HOU",16,"Tue",12.21875,17.3366336633663,0.283653846153846,416,26
"WN","HOU",16,"Wed",14.019656019656,19.1934426229508,0.312039312039312,407,24
"WN","HOU",16,"Thu",21.0929648241206,25.2291666666667,0.412060301507538,398,26
"WN","HOU",16,"Fri",20.9365853658537,26.8425925925926,0.373170731707317,410,27
"WN","HOU",16,"Sat",10.7381818181818,17.1912568306011,0.229090909090909,275,22
"WN","HOU",16,"Sun",12.7224880382775,19.5368421052632,0.284688995215311,418,25
"WN","HOU",17,"Mon",18.2676659528908,24.8376068376068,0.319057815845824,467,29
"WN","HOU",17,"Tue",12.0670995670996,17.3636363636364,0.248917748917749,462,26
"WN","HOU",17,"Wed",15.1507430997877,19.8937329700272,0.292993630573248,471,27
"WN","HOU",17,"Thu",21.9827586206897,25.2579852579853,0.407327586206897,464,26
"WN","HOU",17,"Fri",16.725,21.6094986807388,0.28125,480,26
"WN","HOU",17,"Sat",14.2277486910995,20.2607142857143,0.31413612565445,382,26
"WN","HOU",17,"Sun",14.6858407079646,20.2094395280236,0.283185840707965,452,28
"WN","HOU",18,"Mon",18.9670050761421,26.8146853146853,0.362944162436548,394,27
"WN","HOU",18,"Tue",15.1410256410256,21.5371024734982,0.287179487179487,390,29
"WN","HOU",18,"Wed",20.9399477806788,26.4077669902913,0.4177545691906,383,28
"WN","HOU",18,"Thu",31.3887399463807,35.7242424242424,0.506702412868633,373,28
"WN","HOU",18,"Fri",22.3743455497382,27.2649842271293,0.400523560209424,382,27
"WN","HOU",18,"Sat",16.8198757763975,22.5910931174089,0.400621118012422,322,26
"WN","HOU",18,"Sun",17.4093264248705,23.7285223367698,0.367875647668394,386,28
"WN","HOU",19,"Mon",18.4525386313466,24.3589743589744,0.368653421633554,453,28
"WN","HOU",19,"Tue",17.1509433962264,24.8445747800587,0.331236897274633,477,30
"WN","HOU",19,"Wed",20.2795918367347,26.4036458333333,0.375510204081633,490,27
"WN","HOU",19,"Thu",33.1697247706422,36.9745547073791,0.520642201834862,436,28
"WN","HOU",19,"Fri",19.2830188679245,24.1602067183463,0.360587002096436,477,30
"WN","HOU",19,"Sat",18.8731563421829,25.8745098039216,0.383480825958702,339,26
"WN","HOU",19,"Sun",19.9848812095032,26.1132596685083,0.369330453563715,463,28
"WN","HOU",20,"Mon",21.1204819277108,30.5196629213483,0.405622489959839,498,29
"WN","HOU",20,"Tue",16.452380952381,25.6153846153846,0.319444444444444,504,26
"WN","HOU",20,"Wed",20.7697095435685,28.5706371191136,0.408713692946058,482,28
"WN","HOU",20,"Thu",34.9959919839679,39.5011235955056,0.589178356713427,499,28
"WN","HOU",20,"Fri",23.621359223301,29.16,0.454368932038835,515,28
"WN","HOU",20,"Sat",30.8804347826087,34.2095808383234,0.646739130434783,184,21
"WN","HOU",20,"Sun",20.7583333333333,29.0395480225989,0.4,480,29
"WN","HOU",21,"Mon",29.8613138686131,39.2641509433962,0.565693430656934,274,27
"WN","HOU",21,"Tue",23.8032128514056,33.3532608695652,0.481927710843373,249,23
"WN","HOU",21,"Wed",25.4429065743945,33.5067264573991,0.494809688581315,289,25
"WN","HOU",21,"Thu",39.6686930091185,43.0723684210526,0.708206686930091,329,27
"WN","HOU",21,"Fri",32.1863117870722,38.3273542600897,0.577946768060836,263,26
"WN","HOU",21,"Sat",85.5925925925926,85.5925925925926,0.962962962962963,27,12
"WN","HOU",21,"Sun",27.4370078740157,34.5679611650485,0.543307086614173,254,24
"WN","HOU",22,"Mon",72.2535211267606,72.2535211267606,0.887323943661972,71,18
"WN","HOU",22,"Tue",69.3508771929825,69.3508771929825,0.859649122807018,57,20
"WN","HOU",22,"Wed",68.9558823529412,72.1384615384615,0.794117647058823,68,19
"WN","HOU",22,"Thu",90.5679012345679,91.7,0.864197530864197,81,20
"WN","HOU",22,"Fri",64.0810810810811,64.0810810810811,0.851351351351351,74,18
"WN","HOU",22,"Sat",147,147,1,6,4
"WN","HOU",22,"Sun",73.7066666666667,73.7066666666667,0.906666666666667,75,23
"WN","HOU",23,"Mon",167.066666666667,167.066666666667,1,15,12
"WN","HOU",23,"Tue",160.047619047619,160.047619047619,1,21,9
"WN","HOU",23,"Wed",217.75,217.75,1,16,15
"WN","HOU",23,"Thu",175.478260869565,175.478260869565,1,23,14
"WN","HOU",23,"Fri",179.266666666667,179.266666666667,1,15,12
"WN","HOU",23,"Sun",140.470588235294,140.470588235294,1,17,8
"WN","HOU",NA,"Mon",NA,NA,NA,120,13
"WN","HOU",NA,"Tue",NA,NA,NA,155,20
"WN","HOU",NA,"Wed",NA,NA,NA,124,20
"WN","HOU",NA,"Thu",NA,NA,NA,97,23
"WN","HOU",NA,"Fri",NA,NA,NA,112,30
"WN","HOU",NA,"Sat",NA,NA,NA,30,10
"WN","HOU",NA,"Sun",NA,NA,NA,59,18
